162,8,EngineeringBay researches TerranInfantryArmorsLevel3
164,0,GhostAcademy trains Nuke
165,0,BarracksTechLab researches Stimpack
165,1,BarracksTechLab researches ShieldWall
165,2,BarracksTechLab researches PunisherGrenades
166,1,FactoryTechLab researches HighCapacityBarrels
166,4,FactoryTechLab researches DrillClaws
167,0,StarportTechLab researches BansheeCloak
167,3,StarportTechLab researches RavenCorvidReactor
167,9,StarportTechLab researches BansheeSpeed
167,13,StarportTechLab researches RavenRecalibratedExplosives
167,14,StarportTechLab researches MedivacIncreaseSpeedBoost
167,15,StarportTechLab researches LiberatorAGRangeUpgrade
168,0,GhostAcademy researches PersonalCloaking
169,5,Armory researches TerranVehicleWeaponsLevel1
169,6,Armory researches TerranVehicleWeaponsLevel2
169,7,Armory researches TerranVehicleWeaponsLevel3
169,11,Armory researches TerranShipWeaponsLevel1
169,12,Armory researches TerranShipWeaponsLevel2
169,13,Armory researches TerranShipWeaponsLevel3
169,14,Armory researches TerranVehicleAndShipArmorsLevel1
169,15,Armory researches TerranVehicleAndShipArmorsLevel2
169,16,Armory researches TerranVehicleAndShipArmorsLevel3
170,0,Probe builds Nexus
170,1,Probe builds Pylon
170,2,Probe builds Assimilator
170,3,Probe builds Gateway
170,4,Probe builds Forge
170,5,Probe builds FleetBeacon
170,6,Probe builds TwilightCouncil
170,7,Probe builds PhotonCannon
170,9,Probe builds Stargate
170,10,Probe builds TemplarArchive
170,11,Probe builds DarkShrine
170,12,Probe builds RoboticsBay
170,13,Probe builds RoboticsFacility
170,14,Probe builds CyberneticsCore
171,None,WarpPrismTransport
172,0,Gateway trains Zealot
172,1,Gateway trains Stalker
172,3,Gateway trains HighTemplar
172,4,Gateway trains DarkTemplar
172,5,Gateway trains Sentry
172,6,Gateway trains Adept
173,0,Stargate trains Phoenix
173,2,Stargate trains Carrier
173,4,Stargate trains VoidRay
173,8,Stargate trains Oracle
173,9,Stargate trains Tempest
174,0,RoboticsFacility trains WarpPrism
174,1,RoboticsFacility trains Observer
174,2,RoboticsFacility trains Colossus
174,3,RoboticsFacility trains Immortal
174,18,RoboticsFacility trains Disruptor
175,0,Nexus trains Probe
176,None,PsiStorm
177,None,HangarQueue5
179,0,Carrier trains Interceptor
180,0,Forge researches ProtossGroundWeaponsLevel1
180,1,Forge researches ProtossGroundWeaponsLevel2
180,2,Forge researches ProtossGroundWeaponsLevel3
180,3,Forge researches ProtossGroundArmorsLevel1
180,4,Forge researches ProtossGroundArmorsLevel2
180,5,Forge researches ProtossGroundArmorsLevel3
180,6,Forge researches ProtossShieldsLevel1
180,7,Forge researches ProtossShieldsLevel2
180,8,Forge researches ProtossShieldsLevel3
181,1,RoboticsBay researches ObserverGraviticBooster
181,2,RoboticsBay researches GraviticDrive
181,5,RoboticsBay researches ExtendedThermalLance
182,4,TemplarArchive researches PsiStormTech
183,0,Drone builds Hatchery
183,2,Drone builds Extractor
183,3,Drone builds SpawningPool
183,4,Drone builds EvolutionChamber
183,5,Drone builds HydraliskDen
183,6,Drone builds Spire
183,7,Drone builds UltraliskCavern
183,8,Drone builds InfestationPit
183,9,Drone builds NydusNetwork
183,10,Drone builds BanelingNest
183,13,Drone builds RoachWarren
183,14,Drone builds SpineCrawler
183,15,Drone builds SporeCrawler
184,None,DroneHarvest
185,0,EvolutionChamber researches ZergMeleeWeaponsLevel1
185,1,EvolutionChamber researches ZergMeleeWeaponsLevel2
185,2,EvolutionChamber researches ZergMeleeWeaponsLevel3
185,3,EvolutionChamber researches ZergGroundArmorsLevel1
185,4,EvolutionChamber researches ZergGroundArmorsLevel2
185,5,EvolutionChamber researches ZergGroundArmorsLevel3
185,6,EvolutionChamber researches ZergMissileWeaponsLevel1
185,7,EvolutionChamber researches ZergMissileWeaponsLevel2
185,8,EvolutionChamber researches ZergMissileWeaponsLevel3
186,None,UpgradeToLair
187,None,UpgradeToHive
188,None,UpgradeToGreaterSpire
189,1,Hive researches overlordspeed
189,1,Lair researches overlordspeed
189,1,Hatchery researches overlordspeed
189,3,Hive researches Burrow
189,3,Lair researches Burrow
189,3,Hatchery researches Burrow
190,0,SpawningPool researches zerglingattackspeed
190,1,SpawningPool researches zerglingmovementspeed
191,1,LurkerDenMP researches EvolveMuscularAugments
191,1,HydraliskDen researches EvolveMuscularAugments
192,0,Spire researches ZergFlyerWeaponsLevel1
192,0,GreaterSpire researches ZergFlyerWeaponsLevel1
192,1,GreaterSpire researches ZergFlyerWeaponsLevel2
192,1,Spire researches ZergFlyerWeaponsLevel2
192,2,Spire researches ZergFlyerWeaponsLevel3
192,2,GreaterSpire researches ZergFlyerWeaponsLevel3
192,3,Spire researches ZergFlyerArmorsLevel1
192,3,GreaterSpire researches ZergFlyerArmorsLevel1
192,4,Spire researches ZergFlyerArmorsLevel2
192,4,GreaterSpire researches ZergFlyerArmorsLevel2
192,5,Spire researches ZergFlyerArmorsLevel3
192,5,GreaterSpire researches ZergFlyerArmorsLevel3
193,0,Larva trains Drone
193,1,Larva trains Zergling
193,2,Larva trains Overlord
193,3,Larva trains Hydralisk
193,4,Larva trains Mutalisk
193,6,Larva trains Ultralisk
193,9,Larva trains Roach
193,10,Larva trains Infestor
193,11,Larva trains Corruptor
193,12,Larva trains Viper
193,14,Larva trains SwarmHostMP
194,None,MorphToBroodLord
195,None,BurrowBanelingDown
196,None,BurrowBanelingUp
197,None,BurrowDroneDown
198,None,BurrowDroneUp
199,None,BurrowHydraliskDown
200,None,BurrowHydraliskUp
201,None,BurrowRoachDown
202,None,BurrowRoachUp
203,None,BurrowZerglingDown
204,None,BurrowZerglingUp
205,None,BurrowInfestorTerranDown
206,None,BurrowInfestorTerranUp
207,None,RedstoneLavaCritterBurrow
208,None,RedstoneLavaCritterInjuredBurrow
209,None,RedstoneLavaCritterUnburrow
210,None,RedstoneLavaCritterInjuredUnburrow
211,None,OverlordTransport
214,0,WarpGate trains Zealot
214,1,WarpGate trains Stalker
214,3,WarpGate trains HighTemplar
214,4,WarpGate trains DarkTemplar
214,5,WarpGate trains Sentry
214,6,WarpGate trains Adept
215,None,BurrowQueenDown
216,None,BurrowQueenUp
217,None,NydusCanalTransport
218,None,Blink
219,None,BurrowInfestorDown
220,None,BurrowInfestorUp
221,None,MorphToOverseer
222,None,UpgradeToPlanetaryFortress
223,2,InfestationPit researches InfestorEnergyUpgrade
223,3,InfestationPit researches NeuralParasite
224,0,BanelingNest researches CentrificalHooks
225,None,BurrowUltraliskDown
226,None,BurrowUltraliskUp
227,None,UpgradeToOrbital
228,None,UpgradeToWarpGate
229,None,MorphBackToGateway
230,None,OrbitalLiftOff
231,None,OrbitalCommandLand
232,None,ForceField
233,None,PhasingMode
234,None,TransportMode
235,0,FusionCore researches BattlecruiserEnableSpecializations
236,0,CyberneticsCore researches ProtossAirWeaponsLevel1
236,1,CyberneticsCore researches ProtossAirWeaponsLevel2
236,2,CyberneticsCore researches ProtossAirWeaponsLevel3
236,3,CyberneticsCore researches ProtossAirArmorsLevel1
236,4,CyberneticsCore researches ProtossAirArmorsLevel2
236,5,CyberneticsCore researches ProtossAirArmorsLevel3
236,6,CyberneticsCore researches WarpGateResearch
237,0,TwilightCouncil researches Charge
237,1,TwilightCouncil researches BlinkTech
237,2,TwilightCouncil researches AdeptPiercingAttack
238,None,TacNukeStrike
241,None,EMP
243,0,Lair trains Queen
243,0,Hive trains Queen
243,0,Hatchery trains Queen
245,None,Transfusion
254,None,AttackRedirect
255,None,StimpackRedirect
256,None,StimpackMarauderRedirect
258,None,StopRedirect
259,None,GenerateCreep
260,0,Queen builds CreepTumorQueen
261,None,SpineCrawlerUproot
262,None,SporeCrawlerUproot
263,None,SpineCrawlerRoot
264,None,SporeCrawlerRoot
265,0,CreepTumorBurrowed builds CreepTumor
266,None,BuildAutoTurret
267,None,ArchonWarp
268,0,NydusNetwork builds NydusCanal
270,None,Charge
274,None,Contaminate
277,None,que5Passive
278,None,que5PassiveCancelToSelection
306,None,DigesterCreepSpray
310,None,MorphToMothership
313,0,Nexus trains MothershipCore
335,None,XelNagaHealingShrine
344,None,MothershipCoreMassRecall
346,None,MorphToHellion
356,None,MorphToHellionTank
364,None,MorphToSwarmHostBurrowedMP
365,None,MorphToSwarmHostMP
367,None,attackProtossBuilding
369,None,stopProtossBuilding
370,None,BlindingCloud
372,None,Yoink
375,None,ViperConsumeStructure
378,None,TestZerg
379,None,VolatileBurstBuilding
386,None,WidowMineBurrow
387,None,WidowMineUnburrow
388,None,WidowMineAttack
389,None,TornadoMissile
393,None,BurrowLurkerMPDown
394,None,BurrowLurkerMPUp
395,None,UpgradeToLurkerDenMP
396,None,HallucinationOracle
397,None,MedivacSpeedBoost
398,None,ExtendingBridgeNEWide8Out
399,None,ExtendingBridgeNEWide8
400,None,ExtendingBridgeNWWide8Out
401,None,ExtendingBridgeNWWide8
402,None,ExtendingBridgeNEWide10Out
403,None,ExtendingBridgeNEWide10
404,None,ExtendingBridgeNWWide10Out
405,None,ExtendingBridgeNWWide10
406,None,ExtendingBridgeNEWide12Out
407,None,ExtendingBridgeNEWide12
408,None,ExtendingBridgeNWWide12Out
409,None,ExtendingBridgeNWWide12
411,None,CritterFlee
412,None,OracleRevelation
420,None,MothershipCorePurifyNexus
421,None,XelNaga_Caverns_DoorE
422,None,XelNaga_Caverns_DoorEOpened
423,None,XelNaga_Caverns_DoorN
424,None,XelNaga_Caverns_DoorNE
425,None,XelNaga_Caverns_DoorNEOpened
426,None,XelNaga_Caverns_DoorNOpened
427,None,XelNaga_Caverns_DoorNW
428,None,XelNaga_Caverns_DoorNWOpened
429,None,XelNaga_Caverns_DoorS
430,None,XelNaga_Caverns_DoorSE
431,None,XelNaga_Caverns_DoorSEOpened
432,None,XelNaga_Caverns_DoorSOpened
433,None,XelNaga_Caverns_DoorSW
434,None,XelNaga_Caverns_DoorSWOpened
435,None,XelNaga_Caverns_DoorW
436,None,XelNaga_Caverns_DoorWOpened
437,None,XelNaga_Caverns_Floating_BridgeNE8Out
438,None,XelNaga_Caverns_Floating_BridgeNE8
439,None,XelNaga_Caverns_Floating_BridgeNW8Out
440,None,XelNaga_Caverns_Floating_BridgeNW8
441,None,XelNaga_Caverns_Floating_BridgeNE10Out
442,None,XelNaga_Caverns_Floating_BridgeNE10
443,None,XelNaga_Caverns_Floating_BridgeNW10Out
444,None,XelNaga_Caverns_Floating_BridgeNW10
445,None,XelNaga_Caverns_Floating_BridgeNE12Out
446,None,XelNaga_Caverns_Floating_BridgeNE12
447,None,XelNaga_Caverns_Floating_BridgeNW12Out
448,None,XelNaga_Caverns_Floating_BridgeNW12
449,None,XelNaga_Caverns_Floating_BridgeH8Out
450,None,XelNaga_Caverns_Floating_BridgeH8
451,None,XelNaga_Caverns_Floating_BridgeV8Out
452,None,XelNaga_Caverns_Floating_BridgeV8
453,None,XelNaga_Caverns_Floating_BridgeH10Out
454,None,XelNaga_Caverns_Floating_BridgeH10
455,None,XelNaga_Caverns_Floating_BridgeV10Out
456,None,XelNaga_Caverns_Floating_BridgeV10
457,None,XelNaga_Caverns_Floating_BridgeH12Out
458,None,XelNaga_Caverns_Floating_BridgeH12
459,None,XelNaga_Caverns_Floating_BridgeV12Out
460,None,XelNaga_Caverns_Floating_BridgeV12
461,None,TemporalField
485,None,SnowRefinery_Terran_ExtendingBridgeNEShort8Out
486,None,SnowRefinery_Terran_ExtendingBridgeNEShort8
487,None,SnowRefinery_Terran_ExtendingBridgeNWShort8Out
488,None,SnowRefinery_Terran_ExtendingBridgeNWShort8
510,None,CausticSpray
513,None,MorphToRavager
514,None,MorphToLurker
517,None,RavagerCorrosiveBile
518,None,BurrowRavagerDown
519,None,BurrowRavagerUp
521,None,PurificationNovaTargeted
523,None,LockOn
525,None,LockOnCancel
527,None,Hyperjump
529,None,ThorAPMode
530,None,ThorNormalMode
532,None,MothershipMassRecall
533,None,NydusWormTransport
534,None,OracleWeapon
540,None,LocustMPFlyingSwoop
541,None,HallucinationDisruptor
542,None,HallucinationAdept
543,None,VoidRaySwarmDamageBoost
544,None,SeekerDummyChannel
545,None,AiurLightBridgeNE8Out
546,None,AiurLightBridgeNE8
547,None,AiurLightBridgeNE10Out
548,None,AiurLightBridgeNE10
549,None,AiurLightBridgeNE12Out
550,None,AiurLightBridgeNE12
551,None,AiurLightBridgeNW8Out
552,None,AiurLightBridgeNW8
553,None,AiurLightBridgeNW10Out
554,None,AiurLightBridgeNW10
555,None,AiurLightBridgeNW12Out
556,None,AiurLightBridgeNW12
569,None,ShakurasLightBridgeNE8Out
570,None,ShakurasLightBridgeNE8
571,None,ShakurasLightBridgeNE10Out
572,None,ShakurasLightBridgeNE10
573,None,ShakurasLightBridgeNE12Out
574,None,ShakurasLightBridgeNE12
575,None,ShakurasLightBridgeNW8Out
576,None,ShakurasLightBridgeNW8
577,None,ShakurasLightBridgeNW10Out
578,None,ShakurasLightBridgeNW10
579,None,ShakurasLightBridgeNW12Out
580,None,ShakurasLightBridgeNW12
581,None,VoidMPImmortalReviveRebuild
583,None,ArbiterMPStasisField
584,None,ArbiterMPRecall
585,None,CorsairMPDisruptionWeb
586,None,MorphToGuardianMP
587,None,MorphToDevourerMP
588,None,DefilerMPConsume
589,None,DefilerMPDarkSwarm
590,None,DefilerMPPlague
591,None,DefilerMPBurrow
592,None,DefilerMPUnburrow
593,None,QueenMPEnsnare
594,None,QueenMPSpawnBroodlings
595,None,QueenMPInfestCommandCenter
599,0,Oracle builds OracleStasisTrap
603,None,ParasiticBomb
604,None,AdeptPhaseShift
607,None,LurkerHoldFire
608,None,LurkerRemoveHoldFire
611,None,LiberatorAGTarget
612,None,LiberatorAATarget
614,None,AiurLightBridgeAbandonedNE8Out
615,None,AiurLightBridgeAbandonedNE8
616,None,AiurLightBridgeAbandonedNE10Out
617,None,AiurLightBridgeAbandonedNE10
618,None,AiurLightBridgeAbandonedNE12Out
619,None,AiurLightBridgeAbandonedNE12
620,None,AiurLightBridgeAbandonedNW8Out
621,None,AiurLightBridgeAbandonedNW8
622,None,AiurLightBridgeAbandonedNW10Out
623,None,AiurLightBridgeAbandonedNW10
624,None,AiurLightBridgeAbandonedNW12Out
625,None,AiurLightBridgeAbandonedNW12
626,None,KD8Charge
629,None,AdeptPhaseShiftCancel
630,None,AdeptShadePhaseShiftCancel
631,None,SlaynElementalGrab
633,None,PortCity_Bridge_UnitNE8Out
634,None,PortCity_Bridge_UnitNE8
635,None,PortCity_Bridge_UnitSE8Out
636,None,PortCity_Bridge_UnitSE8
637,None,PortCity_Bridge_UnitNW8Out
638,None,PortCity_Bridge_UnitNW8
639,None,PortCity_Bridge_UnitSW8Out
640,None,PortCity_Bridge_UnitSW8
641,None,PortCity_Bridge_UnitNE10Out
642,None,PortCity_Bridge_UnitNE10
643,None,PortCity_Bridge_UnitSE10Out
644,None,PortCity_Bridge_UnitSE10
645,None,PortCity_Bridge_UnitNW10Out
646,None,PortCity_Bridge_UnitNW10
647,None,PortCity_Bridge_UnitSW10Out
648,None,PortCity_Bridge_UnitSW10
649,None,PortCity_Bridge_UnitNE12Out
650,None,PortCity_Bridge_UnitNE12
651,None,PortCity_Bridge_UnitSE12Out
652,None,PortCity_Bridge_UnitSE12
653,None,PortCity_Bridge_UnitNW12Out
654,None,PortCity_Bridge_UnitNW12
655,None,PortCity_Bridge_UnitSW12Out
656,None,PortCity_Bridge_UnitSW12
657,None,PortCity_Bridge_UnitN8Out
658,None,PortCity_Bridge_UnitN8
659,None,PortCity_Bridge_UnitS8Out
660,None,PortCity_Bridge_UnitS8
661,None,PortCity_Bridge_UnitE8Out
662,None,PortCity_Bridge_UnitE8
663,None,PortCity_Bridge_UnitW8Out
664,None,PortCity_Bridge_UnitW8
665,None,PortCity_Bridge_UnitN10Out
666,None,PortCity_Bridge_UnitN10
667,None,PortCity_Bridge_UnitS10Out
668,None,PortCity_Bridge_UnitS10
669,None,PortCity_Bridge_UnitE10Out
670,None,PortCity_Bridge_UnitE10
671,None,PortCity_Bridge_UnitW10Out
672,None,PortCity_Bridge_UnitW10
673,None,PortCity_Bridge_UnitN12Out
674,None,PortCity_Bridge_UnitN12
675,None,PortCity_Bridge_UnitS12Out
676,None,PortCity_Bridge_UnitS12
677,None,PortCity_Bridge_UnitE12Out
678,None,PortCity_Bridge_UnitE12
679,None,PortCity_Bridge_UnitW12Out
680,None,PortCity_Bridge_UnitW12
683,None,DarkTemplarBlink
687,None,SpawnLocustsTargeted
688,None,VoidRaySwarmDamageBoostCancel
690,None,MorphToTransportOverlord
693,None,ChannelSnipe
696,0,DarkShrine researches DarkTemplarBlinkUpgrade
