383,Beacon_Protoss
384,Beacon_ProtossSmall
385,Beacon_Terran
386,Beacon_TerranSmall
387,Beacon_Zerg
388,Beacon_ZergSmall
226,BileLauncherACGluescreenDummy
279,BlackOpsMissileTurretACGluescreenDummy
202,BlasterBillyACGluescreenDummy
430,BraxisAlphaDestructible1x1
431,BraxisAlphaDestructible2x2
337,Broodling
165,BroodlingEscort
136,BroodLord
210,BroodLordACGluescreenDummy
454,BroodLordAWeapon
338,BroodLordBWeapon
135,BroodLordCocoon
453,BroodLordWeapon
236,BrutaliskACGluescreenDummy
45,Bunker
189,BunkerACGluescreenDummy
190,BunkerUpgradedACGluescreenDummy
1069,BypassArmorDrone
101,Carrier
265,CarrierACGluescreenDummy
266,CarrierAiurACGluescreenDummy
305,CarrierFenixACGluescreenDummy
390,CarrionBird
971,CausticSprayMissile
32,Changeling
35,ChangelingMarine
34,ChangelingMarineShield
33,ChangelingZealot
37,ChangelingZergling
36,ChangelingZerglingWings
719,CleaningBot
879,CollapsiblePurifierTowerDebris
1054,CollapsiblePurifierTowerDiagonal
944,CollapsiblePurifierTowerPushUnit
716,CollapsibleRockTower
577,CollapsibleRockTowerDebris
606,CollapsibleRockTowerDebrisRampLeft
605,CollapsibleRockTowerDebrisRampRight
695,CollapsibleRockTowerDiagonal
653,CollapsibleRockTowerPushUnit
656,CollapsibleRockTowerPushUnitRampLeft
655,CollapsibleRockTowerPushUnitRampRight
771,CollapsibleRockTowerRampLeft
770,CollapsibleRockTowerRampRight
717,CollapsibleTerranTower
569,CollapsibleTerranTowerDebris
696,CollapsibleTerranTowerDiagonal
654,CollapsibleTerranTowerPushUnit
649,CollapsibleTerranTowerPushUnitRampLeft
650,CollapsibleTerranTowerPushUnitRampRight
697,CollapsibleTerranTowerRampLeft
698,CollapsibleTerranTowerRampRight
23,Colossus
262,ColossusACGluescreenDummy
301,ColossusFenixACGluescreenDummy
263,ColossusPurifierACGluescreenDummy
285,ColossusTaldarimACGluescreenDummy
39,CommandCenter
58,CommandCenterFlying
399,CommentatorBot1
400,CommentatorBot2
401,CommentatorBot3
402,CommentatorBot4
809,CompoundMansion_DoorE
810,CompoundMansion_DoorELowered
805,CompoundMansion_DoorN
807,CompoundMansion_DoorNE
808,CompoundMansion_DoorNELowered
806,CompoundMansion_DoorNLowered
811,CompoundMansion_DoorNW
812,CompoundMansion_DoorNWLowered
345,ContaminateWeapon
1071,CorrosiveParasiteWeapon
309,CorruptionWeapon
134,Corruptor
225,CorruptorACGluescreenDummy
253,CorsairACGluescreenDummy
1010,CorsairMP
277,CovertBansheeACGluescreenDummy
406,Cow
769,Crabeetle
455,CreepBlocker1x1
730,CreepBlocker4x4
1055,CreepOnlyBlocker4x4
109,CreepTumor
159,CreepTumorBurrowed
686,CreepTumorMissile
160,CreepTumorQueen
94,CyberneticsCore
818,Cyclone
194,CycloneACGluescreenDummy
952,CycloneMissile
953,CycloneMissileLarge
951,CycloneMissileLargeAir
322,D8ChargeWeapon
257,DarkArchonACGluescreenDummy
258,DarkPylonACGluescreenDummy
91,DarkShrine
98,DarkTemplar
252,DarkTemplarShakurasACGluescreenDummy
543,Debris2x2NonConjoined
570,DebrisRampLeft
571,DebrisRampRight
863,DefilerMP
862,DefilerMPBurrowed
963,DefilerMPDarkSwarmWeapon
1015,DefilerMPPlagueWeapon
761,DesertPlanetSearchlight
762,DesertPlanetStreetlight
419,DestructibleBillboardScrollingText
418,DestructibleBillboardTall
414,DestructibleBullhornLights
732,DestructibleCityDebris2x4Horizontal
731,DestructibleCityDebris2x4Vertical
734,DestructibleCityDebris2x6Horizontal
733,DestructibleCityDebris2x6Vertical
735,DestructibleCityDebris4x4
736,DestructibleCityDebris6x6
737,DestructibleCityDebrisHugeDiagonalBLUR
738,DestructibleCityDebrisHugeDiagonalULBR
432,DestructibleDebris4x4
433,DestructibleDebris6x6
445,DestructibleDebrisRampDiagonalHugeBLUR
444,DestructibleDebrisRampDiagonalHugeULBR
990,DestructibleExpeditionGate6x6
426,DestructibleGarage
427,DestructibleGarageLarge
752,DestructibleIce2x4Horizontal
751,DestructibleIce2x4Vertical
754,DestructibleIce2x6Horizontal
753,DestructibleIce2x6Vertical
755,DestructibleIce4x4
756,DestructibleIce6x6
758,DestructibleIceDiagonalHugeBLUR
757,DestructibleIceDiagonalHugeULBR
760,DestructibleIceHorizontalHuge
759,DestructibleIceVerticalHuge
441,DestructibleRampDiagonalHugeBLUR
440,DestructibleRampDiagonalHugeULBR
443,DestructibleRampHorizontalHuge
442,DestructibleRampVerticalHuge
435,DestructibleRock2x4Horizontal
434,DestructibleRock2x4Vertical
437,DestructibleRock2x6Horizontal
436,DestructibleRock2x6Vertical
438,DestructibleRock4x4
439,DestructibleRock6x6
720,DestructibleRock6x6Weak
742,DestructibleRockEx12x4Horizontal
741,DestructibleRockEx12x4Vertical
744,DestructibleRockEx12x6Horizontal
743,DestructibleRockEx12x6Vertical
745,DestructibleRockEx14x4
746,DestructibleRockEx16x6
748,DestructibleRockEx1DiagonalHugeBLUR
747,DestructibleRockEx1DiagonalHugeULBR
750,DestructibleRockEx1HorizontalHuge
749,DestructibleRockEx1VerticalHuge
413,DestructibleSearchlight
422,DestructibleSignsConstruction
421,DestructibleSignsDirectional
423,DestructibleSignsFunny
424,DestructibleSignsIcons
425,DestructibleSignsWarning
420,DestructibleSpacePlatformBarrier
416,DestructibleSpacePlatformSign
417,DestructibleStoreFrontCityProps
415,DestructibleStreetlight
428,DestructibleTrafficSignal
991,DestructibleZergInfestation3x3
201,DevastationTurretACGluescreenDummy
234,DevourerACGluescreenDummy
860,DevourerCocoonMP
861,DevourerMP
962,DevourerMPWeaponMissile
657,DigesterCreepSprayTargetUnit
658,DigesterCreepSprayUnit
820,Disruptor
302,DisruptorACGluescreenDummy
865,DisruptorPhased
404,Dog
240,DragoonACGluescreenDummy
126,Drone
138,DroneBurrowed
125,Egg
269,EliteMarineACGluescreenDummy
1063,Elsecaro_Colonist_Hut
332,EMP2Weapon
548,EnemyPathingBlocker16x16
544,EnemyPathingBlocker1x1
545,EnemyPathingBlocker2x2
546,EnemyPathingBlocker4x4
547,EnemyPathingBlocker8x8
43,EngineeringBay
112,EvolutionChamber
597,ExtendingBridgeNEWide10
596,ExtendingBridgeNEWide10Out
601,ExtendingBridgeNEWide12
600,ExtendingBridgeNEWide12Out
593,ExtendingBridgeNEWide8
592,ExtendingBridgeNEWide8Out
599,ExtendingBridgeNWWide10
598,ExtendingBridgeNWWide10Out
603,ExtendingBridgeNWWide12
602,ExtendingBridgeNWWide12Out
595,ExtendingBridgeNWWide8
594,ExtendingBridgeNWWide8Out
110,Extractor
677,EyeStalkWeapon
48,Factory
65,FactoryFlying
62,FactoryReactor
61,FactoryTechLab
180,FirebatACGluescreenDummy
200,FlamingBettyACGluescreenDummy
86,FleetBeacon
1009,FlyoverUnit
157,ForceField
85,Forge
344,FrenzyWeapon
381,FungalGrowthMissile
52,FusionCore
84,Gateway
72,Ghost
47,GhostAcademy
166,GhostAlternate
167,GhostNova
452,GlaiveWurmBounceWeapon
329,GlaiveWurmM2Weapon
330,GlaiveWurmM3Weapon
328,GlaiveWurmWeapon
450,GlobeStatue
193,GoliathACGluescreenDummy
968,GrappleWeapon
124,GreaterSpire
233,GuardianACGluescreenDummy
858,GuardianCocoonMP
859,GuardianMP
961,GuardianMPWeapon
108,Hatchery
274,HeavySiegeTankACGluescreenDummy
192,HellbatACGluescreenDummy
272,HellbatRangerACGluescreenDummy
75,Hellion
568,HellionTank
462,HelperEmitterSelectionArrow
992,HERC
967,HERCPlacement
197,HerculesACGluescreenDummy
97,HighTemplar
241,HighTemplarACGluescreenDummy
283,HighTemplarTaldarimACGluescreenDummy
123,Hive
313,HunterSeekerWeapon
129,Hydralisk
207,HydraliskACGluescreenDummy
139,HydraliskBurrowed
113,HydraliskDen
950,HydraliskImpaleMissile
208,HydraliskLurkerACGluescreenDummy
699,Ice2x2NonConjoined
700,IceProtossCrates
105,Immortal
243,ImmortalACGluescreenDummy
300,ImmortalFenixACGluescreenDummy
261,ImmortalKaraxACGluescreenDummy
284,ImmortalTaldarimACGluescreenDummy
116,InfestationPit
176,InfestedTerransEgg
407,InfestedTerransEggPlacement
310,InfestedTerransWeapon
133,Infestor
149,InfestorBurrowed
27,InfestorTerran
142,InfestorTerranBurrowed
408,InfestorTerransWeapon
107,Interceptor
714,InvisibleTargetDummy
324,IonCannonsWeapon
392,KarakFemale
391,KarakMale
979,KD8Charge
980,KD8ChargeWeapon
267,KhaydarinMonolithACGluescreenDummy
768,LabBot
772,LabMineralField
773,LabMineralField750
122,Lair
177,Larva
342,LarvaReleaseMissile
237,LeviathanACGluescreenDummy
814,Liberator
866,LiberatorAG
978,LiberatorAGMissile
977,LiberatorDamageMissile
976,LiberatorMissile
966,LightningBombWeapon
576,LocustMP
687,LocustMPEggAMissileWeapon
688,LocustMPEggBMissileWeapon
819,LocustMPFlying
946,LocustMPPrecursor
689,LocustMPWeapon
321,LongboltMissileWeapon
214,LurkerACGluescreenDummy
591,LurkerDenMP
589,LurkerMP
590,LurkerMPBurrowed
588,LurkerMPEgg
389,Lyote
73,Marauder
182,MarauderACGluescreenDummy
270,MarauderCommandoACGluescreenDummy
70,Marine
179,MarineACGluescreenDummy
181,MedicACGluescreenDummy
76,Medivac
448,MengskStatue
447,MengskStatueAlone
409,MineralField
552,MineralField750
44,MissileTurret
191,MissileTurretACGluescreenDummy
993,Moopy
30,Mothership
572,MothershipCore
682,MothershipCoreWeaponWeapon
314,MULE
463,MultiKillObject
130,Mutalisk
232,MutaliskACGluescreenDummy
209,MutaliskBroodlordACGluescreenDummy
308,NeedleSpinesWeapon
382,NeuralParasiteTentacleMissile
311,NeuralParasiteWeapon
81,Nexus
80,Nuke
164,NydusCanal
578,NydusCanalAttacker
659,NydusCanalAttackerWeapon
579,NydusCanalCreeper
117,NydusNetwork
217,NydusNetworkACGluescreenDummy
104,Observer
244,ObserverACGluescreenDummy
303,ObserverFenixACGluescreenDummy
218,OmegaNetworkACGluescreenDummy
582,Oracle
256,OracleACGluescreenDummy
864,OracleStasisTrap
955,OracleWeapon
154,OrbitalCommand
188,OrbitalCommandACGluescreenDummy
156,OrbitalCommandFlying
128,Overlord
150,OverlordCocoon
446,OverlordGenerateCreepKeybind
1066,OverlordTransport
151,Overseer
213,OverseerACGluescreenDummy
335,ParasiteSporeWeapon
973,ParasiticBombDummy
972,ParasiticBombMissile
457,PathingBlocker1x1
458,PathingBlocker2x2
740,PathingBlockerRadius1
199,PerditionTurretACGluescreenDummy
456,PermanentCreepBlocker1x1
100,Phoenix
245,PhoenixAiurACGluescreenDummy
264,PhoenixPurifierACGluescreenDummy
88,PhotonCannon
248,PhotonCannonACGluescreenDummy
306,PhotonCannonFenixACGluescreenDummy
287,PhotonCannonTaldarimACGluescreenDummy
334,PhotonCannonWeapon
722,PhysicsCapsule
723,PhysicsCube
724,PhysicsCylinder
725,PhysicsKnot
726,PhysicsL
727,PhysicsPrimitives
728,PhysicsSphere
729,PhysicsStar
703,PickupPalletGas
704,PickupPalletMinerals
705,PickupScrapSalvage1x1
706,PickupScrapSalvage2x2
707,PickupScrapSalvage3x3
152,PlanetaryFortress
31,PointDefenseDrone
312,PointDefenseDroneReleaseWeapon
917,PortCity_Bridge_UnitE10
916,PortCity_Bridge_UnitE10Out
925,PortCity_Bridge_UnitE12
924,PortCity_Bridge_UnitE12Out
909,PortCity_Bridge_UnitE8
908,PortCity_Bridge_UnitE8Out
913,PortCity_Bridge_UnitN10
912,PortCity_Bridge_UnitN10Out
921,PortCity_Bridge_UnitN12
920,PortCity_Bridge_UnitN12Out
905,PortCity_Bridge_UnitN8
904,PortCity_Bridge_UnitN8Out
889,PortCity_Bridge_UnitNE10
888,PortCity_Bridge_UnitNE10Out
897,PortCity_Bridge_UnitNE12
896,PortCity_Bridge_UnitNE12Out
881,PortCity_Bridge_UnitNE8
880,PortCity_Bridge_UnitNE8Out
893,PortCity_Bridge_UnitNW10
892,PortCity_Bridge_UnitNW10Out
901,PortCity_Bridge_UnitNW12
900,PortCity_Bridge_UnitNW12Out
885,PortCity_Bridge_UnitNW8
884,PortCity_Bridge_UnitNW8Out
915,PortCity_Bridge_UnitS10
914,PortCity_Bridge_UnitS10Out
923,PortCity_Bridge_UnitS12
922,PortCity_Bridge_UnitS12Out
907,PortCity_Bridge_UnitS8
906,PortCity_Bridge_UnitS8Out
891,PortCity_Bridge_UnitSE10
890,PortCity_Bridge_UnitSE10Out
899,PortCity_Bridge_UnitSE12
898,PortCity_Bridge_UnitSE12Out
883,PortCity_Bridge_UnitSE8
882,PortCity_Bridge_UnitSE8Out
895,PortCity_Bridge_UnitSW10
894,PortCity_Bridge_UnitSW10Out
903,PortCity_Bridge_UnitSW12
902,PortCity_Bridge_UnitSW12Out
887,PortCity_Bridge_UnitSW8
886,PortCity_Bridge_UnitSW8Out
919,PortCity_Bridge_UnitW10
918,PortCity_Bridge_UnitW10Out
927,PortCity_Bridge_UnitW12
926,PortCity_Bridge_UnitW12Out
911,PortCity_Bridge_UnitW8
910,PortCity_Bridge_UnitW8Out
106,Probe
701,ProtossCrates
721,ProtossSnakeSegmentDemo
715,ProtossVespeneGeyser
317,PunisherGrenadesLMWeapon
1056,PurifierMineralField
1057,PurifierMineralField750
928,PurifierRichMineralField
929,PurifierRichMineralField750
1052,PurifierVespeneGeyser
82,Pylon
1067,PylonOvercharged
148,Queen
147,QueenBurrowed
206,QueenCoopACGluescreenDummy
1016,QueenMP
964,QueenMPEnsnareMissile
965,QueenMPSpawnBroodlingsMissile
275,RaidLiberatorACGluescreenDummy
278,RailgunTurretACGluescreenDummy
205,RaptorACGluescreenDummy
373,Ravager
230,RavagerACGluescreenDummy
815,RavagerBurrowed
813,RavagerCocoon
949,RavagerCorrosiveBileMissile
957,RavagerWeaponMissile
78,Raven
276,RavenTypeIIACGluescreenDummy
25,Reactor
71,Reaper
178,ReaperPlaceholder
246,ReaverACGluescreenDummy
145,RedstoneLavaCritter
143,RedstoneLavaCritterBurrowed
146,RedstoneLavaCritterInjured
144,RedstoneLavaCritterInjuredBurrowed
41,Refinery
947,ReleaseInterceptorsBeacon
994,Replicant
1049,ReptileCrate
691,RepulsorCannonWeapon
663,ResourceBlocker
168,RichMineralField
169,RichMineralField750
412,RichVespeneGeyser
132,Roach
228,RoachACGluescreenDummy
140,RoachBurrowed
229,RoachVileACGluescreenDummy
119,RoachWarren
92,RoboticsBay
93,RoboticsFacility
380,Rocks2x2NonConjoined
708,RoughTerrain
403,Scantipede
196,ScienceVesselACGluescreenDummy
549,ScopeTest
224,ScourgeACGluescreenDummy
1014,ScourgeMP
304,ScoutACGluescreenDummy
1011,ScoutMP
958,ScoutMPAirWeaponLeft
959,ScoutMPAirWeaponRight
67,SCV
995,SeekerMissile
46,SensorTower
99,Sentry
550,SentryACGluescreenDummy
298,SentryFenixACGluescreenDummy
260,SentryPurifierACGluescreenDummy
282,SentryTaldarimACGluescreenDummy
848,ShakurasLightBridgeNE10
847,ShakurasLightBridgeNE10Out
850,ShakurasLightBridgeNE12
849,ShakurasLightBridgeNE12Out
846,ShakurasLightBridgeNE8
845,ShakurasLightBridgeNE8Out
854,ShakurasLightBridgeNW10
853,ShakurasLightBridgeNW10Out
856,ShakurasLightBridgeNW12
855,ShakurasLightBridgeNW12Out
852,ShakurasLightBridgeNW8
851,ShakurasLightBridgeNW8Out
1053,ShakurasVespeneGeyser
478,Shape4PointStar
479,Shape5PointStar
480,Shape6PointStar
481,Shape8PointStar
530,ShapeApple
482,ShapeArrowPointer
529,ShapeBanana
527,ShapeBaseball
528,ShapeBaseballBat
524,ShapeBasketball
483,ShapeBowl
484,ShapeBox
485,ShapeCapsule
525,ShapeCarrot
531,ShapeCashLarge
532,ShapeCashMedium
533,ShapeCashSmall
526,ShapeCherry
465,ShapeCone
486,ShapeCrescentMoon
466,ShapeCube
467,ShapeCylinder
487,ShapeDecahedron
488,ShapeDiamond
468,ShapeDodecahedron
523,ShapeDollarSign
497,ShapeEgg
522,ShapeEuroSign
489,ShapeFootball
534,ShapeFootballColored
490,ShapeGemstone
464,ShapeGolfball
520,ShapeGolfClub
521,ShapeGrape
519,ShapeHand
491,ShapeHeart
518,ShapeHockeyPuck
517,ShapeHockeyStick
516,ShapeHorseshoe
469,ShapeIcosahedron
492,ShapeJack
514,ShapeLemon
535,ShapeLemonSmall
515,ShapeMoneyBag
513,ShapeO
470,ShapeOctahedron
511,ShapeOrange
536,ShapeOrangeSmall
512,ShapePeanut
509,ShapePear
510,ShapePineapple
493,ShapePlusSign
508,ShapePoundSign
471,ShapePyramid
506,ShapeRainbow
472,ShapeRoundedCube
507,ShapeSadFace
494,ShapeShamrock
504,ShapeSmileyFace
505,ShapeSoccerball
495,ShapeSpade
473,ShapeSphere
503,ShapeStrawberry
502,ShapeTennisball
474,ShapeTetrahedron
475,ShapeThickTorus
476,ShapeThinTorus
477,ShapeTorus
538,ShapeTreasureChestClosed
537,ShapeTreasureChestOpen
496,ShapeTube
500,ShapeWatermelon
539,ShapeWatermelonSmall
501,ShapeWonSign
499,ShapeX
498,ShapeYenSign
405,Sheep
268,ShieldBatteryACGluescreenDummy
55,SiegeTank
184,SiegeTankACGluescreenDummy
54,SiegeTankSieged
293,SILiberatorACGluescreenDummy
1051,SlaynElemental
983,SlaynElementalGrabAirUnit
984,SlaynElementalGrabGroundUnit
982,SlaynElementalGrabWeapon
985,SlaynElementalWeapon
1050,SlaynSwarmHostSpawnFlyer
1064,SnowGlazeStarterMP
790,SnowRefinery_Terran_ExtendingBridgeNEShort8
789,SnowRefinery_Terran_ExtendingBridgeNEShort8Out
792,SnowRefinery_Terran_ExtendingBridgeNWShort8
791,SnowRefinery_Terran_ExtendingBridgeNWShort8Out
411,SpacePlatformGeyser
111,SpawningPool
271,SpecOpsGhostACGluescreenDummy
120,SpineCrawler
215,SpineCrawlerACGluescreenDummy
161,SpineCrawlerUprooted
326,SpineCrawlerWeapon
203,SpinningDizzyACGluescreenDummy
114,Spire
222,SplitterlingACGluescreenDummy
121,SporeCrawler
216,SporeCrawlerACGluescreenDummy
162,SporeCrawlerUprooted
327,SporeCrawlerWeapon
96,Stalker
251,StalkerShakurasACGluescreenDummy
281,StalkerTaldarimACGluescreenDummy
331,StalkerWeapon
89,Stargate
49,Starport
66,StarportFlying
64,StarportReactor
63,StarportTechLab
22,StereoscopicOptionsUnit
273,StrikeGoliathACGluescreenDummy
296,StukovBroodQueenACGluescreenDummy
292,StukovInfestedBansheeACGluescreenDummy
294,StukovInfestedBunkerACGluescreenDummy
288,StukovInfestedCivilianACGluescreenDummy
291,StukovInfestedDiamondbackACGluescreenDummy
289,StukovInfestedMarineACGluescreenDummy
295,StukovInfestedMissileTurretACGluescreenDummy
290,StukovInfestedSiegeTankACGluescreenDummy
551,StukovInfestedTrooperACGluescreenDummy
280,SupplicantACGluescreenDummy
40,SupplyDepot
69,SupplyDepotLowered
231,SwarmHostACGluescreenDummy
580,SwarmHostBurrowedMP
581,SwarmHostMP
220,SwarmlingACGluescreenDummy
227,SwarmQueenACGluescreenDummy
1,System_Snapshot_Dummy
685,TalonsMissileWeapon
801,Tarsonis_DoorE
802,Tarsonis_DoorELowered
797,Tarsonis_DoorN
799,Tarsonis_DoorNE
800,Tarsonis_DoorNELowered
798,Tarsonis_DoorNLowered
803,Tarsonis_DoorNW
804,Tarsonis_DoorNWLowered
24,TechLab
583,Tempest
247,TempestACGluescreenDummy
664,TempestWeapon
956,TempestWeaponGround
90,TemplarArchive
739,TestZerg
74,Thor
954,ThorAALance
316,ThorAAWeapon
198,ThorACGluescreenDummy
817,ThorAP
718,ThornLizard
684,TornadoMissileDummyWeapon
683,TornadoMissileWeapon
212,TorrasqueACGluescreenDummy
702,TowerMine
429,TrafficSignal
1065,TransportOverlordCocoon
87,TwilightCouncil
131,Ultralisk
211,UltraliskACGluescreenDummy
153,UltraliskBurrowed
115,UltraliskCavern
541,UnbuildableBricksDestructible
709,UnbuildableBricksSmallUnit
763,UnbuildableBricksUnit
542,UnbuildablePlatesDestructible
710,UnbuildablePlatesSmallUnit
711,UnbuildablePlatesUnit
540,UnbuildableRocksDestructible
712,UnbuildableRocksSmallUnit
764,UnbuildableRocksUnit
396,UrsadakCalf
395,UrsadakFemale
393,UrsadakFemaleExotic
394,UrsadakMale
397,UrsadakMaleExotic
170,Ursadon
1062,Ursula
398,UtilityBot
410,VespeneGeyser
185,VikingACGluescreenDummy
56,VikingAssault
57,VikingFighter
318,VikingFighterWeapon
374,VikingSkinPreview
586,Viper
235,ViperACGluescreenDummy
660,ViperConsumeStructureWeapon
857,VoidMPImmortalReviveCorpse
102,VoidRay
254,VoidRayACGluescreenDummy
255,VoidRayShakurasACGluescreenDummy
183,VultureACGluescreenDummy
584,WarHound
675,WarHoundWeapon
155,WarpGate
103,WarpPrism
158,WarpPrismPhasing
286,WarpPrismTaldarimACGluescreenDummy
451,Weapon
585,WidowMine
681,WidowMineAirWeapon
587,WidowMineBurrowed
680,WidowMineWeapon
449,WolfStatue
195,WraithACGluescreenDummy
1035,XelNagaDestructibleBlocker6E
1037,XelNagaDestructibleBlocker6N
1036,XelNagaDestructibleBlocker6NE
1038,XelNagaDestructibleBlocker6NW
1033,XelNagaDestructibleBlocker6S
1034,XelNagaDestructibleBlocker6SE
1040,XelNagaDestructibleBlocker6SW
1039,XelNagaDestructibleBlocker6W
1043,XelNagaDestructibleBlocker8E
1045,XelNagaDestructibleBlocker8N
1044,XelNagaDestructibleBlocker8NE
1046,XelNagaDestructibleBlocker8NW
1041,XelNagaDestructibleBlocker8S
1042,XelNagaDestructibleBlocker8SE
1048,XelNagaDestructibleBlocker8SW
1047,XelNagaDestructibleBlocker8W
1019,XelNagaDestructibleRampBlocker6E
1021,XelNagaDestructibleRampBlocker6N
1020,XelNagaDestructibleRampBlocker6NE
1022,XelNagaDestructibleRampBlocker6NW
1017,XelNagaDestructibleRampBlocker6S
1018,XelNagaDestructibleRampBlocker6SE
1024,XelNagaDestructibleRampBlocker6SW
1023,XelNagaDestructibleRampBlocker6W
1027,XelNagaDestructibleRampBlocker8E
1029,XelNagaDestructibleRampBlocker8N
1028,XelNagaDestructibleRampBlocker8NE
1030,XelNagaDestructibleRampBlocker8NW
1025,XelNagaDestructibleRampBlocker8S
1026,XelNagaDestructibleRampBlocker8SE
1032,XelNagaDestructibleRampBlocker8SW
1031,XelNagaDestructibleRampBlocker8W
713,XelNagaHealingShrine
172,XelNagaTower
607,XelNaga_Caverns_DoorE
608,XelNaga_Caverns_DoorEOpened
609,XelNaga_Caverns_DoorN
610,XelNaga_Caverns_DoorNE
611,XelNaga_Caverns_DoorNEOpened
612,XelNaga_Caverns_DoorNOpened
613,XelNaga_Caverns_DoorNW
614,XelNaga_Caverns_DoorNWOpened
615,XelNaga_Caverns_DoorS
616,XelNaga_Caverns_DoorSE
617,XelNaga_Caverns_DoorSEOpened
618,XelNaga_Caverns_DoorSOpened
619,XelNaga_Caverns_DoorSW
620,XelNaga_Caverns_DoorSWOpened
621,XelNaga_Caverns_DoorW
622,XelNaga_Caverns_DoorWOpened
640,XelNaga_Caverns_Floating_BridgeH10
639,XelNaga_Caverns_Floating_BridgeH10Out
644,XelNaga_Caverns_Floating_BridgeH12
643,XelNaga_Caverns_Floating_BridgeH12Out
636,XelNaga_Caverns_Floating_BridgeH8
635,XelNaga_Caverns_Floating_BridgeH8Out
628,XelNaga_Caverns_Floating_BridgeNE10
627,XelNaga_Caverns_Floating_BridgeNE10Out
632,XelNaga_Caverns_Floating_BridgeNE12
631,XelNaga_Caverns_Floating_BridgeNE12Out
624,XelNaga_Caverns_Floating_BridgeNE8
623,XelNaga_Caverns_Floating_BridgeNE8Out
630,XelNaga_Caverns_Floating_BridgeNW10
629,XelNaga_Caverns_Floating_BridgeNW10Out
634,XelNaga_Caverns_Floating_BridgeNW12
633,XelNaga_Caverns_Floating_BridgeNW12Out
626,XelNaga_Caverns_Floating_BridgeNW8
625,XelNaga_Caverns_Floating_BridgeNW8Out
642,XelNaga_Caverns_Floating_BridgeV10
641,XelNaga_Caverns_Floating_BridgeV10Out
646,XelNaga_Caverns_Floating_BridgeV12
645,XelNaga_Caverns_Floating_BridgeV12Out
638,XelNaga_Caverns_Floating_BridgeV8
637,XelNaga_Caverns_Floating_BridgeV8Out
323,YamatoWeapon
665,YoinkMissile
673,YoinkSiegeTankMissile
669,YoinkVikingAirMissile
671,YoinkVikingGroundMissile
95,Zealot
238,ZealotACGluescreenDummy
239,ZealotAiurACGluescreenDummy
297,ZealotFenixACGluescreenDummy
259,ZealotPurifierACGluescreenDummy
250,ZealotShakurasACGluescreenDummy
